SNP	Chr	Pos
ipSNP64529	9	153775453
ipSNP64530	9	153813700
ipSNP64531	9	153813703
ipSNP64532	9	153813719
ipSNP64533	9	153813729
ipSNP64534	9	153813775
ipSNP64535	9	153831385
ipSNP64536	9	153840946
ipSNP64542	9	153843909
ipSNP64546	9	153884543
ipSNP64547	9	153886804
ipSNP64548	9	153886834
ipSNP64549	9	153886912
ipSNP64550	9	153886916
ipSNP64551	9	153886918
ipSNP64552	9	153886922
ipSNP64553	9	153886923
ipSNP64554	9	153886924
ipSNP64555	9	153886925
ipSNP64556	9	153886926
ipSNP64557	9	153886927
ipSNP64558	9	153918177
ipSNP64559	9	153958257
ipSNP64560	9	153958844
ipSNP64561	9	153958895
ipSNP64562	9	153959213
ipSNP64563	9	153963431
ipSNP64564	9	153963436
ipSNP64565	9	153975888
ipSNP64569	9	154018243
ipSNP64570	9	154018289
ipSNP64571	9	154025075
ipSNP64572	9	154025079
ipSNP64573	9	154025107
ipSNP64574	9	154025180
ipSNP64575	9	154030446
ipSNP64576	9	154081653
ipSNP64577	9	154081656
ipSNP64578	9	154081657
ipSNP64579	9	154081659
ipSNP64580	9	154081662
ipSNP64581	9	154081664
ipSNP64582	9	154096952
ipSNP64584	9	154097276
ipSNP64585	9	154097300
ipSNP64586	9	154098509
ipSNP64587	9	154098512
ipSNP64590	9	154247938
ipSNP64591	9	154247950
ipSNP64592	9	154250981
ipSNP64593	9	154250994
ipSNP64594	9	154250996
ipSNP64595	9	154251001
ipSNP64596	9	154251008
ipSNP64597	9	154331668
ipSNP64598	9	154331672
ipSNP64599	9	154331688
ipSNP64600	9	154335707
ipSNP64601	9	154340156
ipSNP64602	9	154340164
ipSNP64603	9	154367164
ipSNP64604	9	154367166
ipSNP64605	9	154367168
ipSNP64606	9	154367169
ipSNP64607	9	154375971
ipSNP64611	9	154377760
ipSNP64612	9	154378231
ipSNP64613	9	154378291
ipSNP64614	9	154378371
ipSNP64615	9	154378486
ipSNP64616	9	154378528
ipSNP64617	9	154379678
ipSNP64618	9	154379839
ipSNP64619	9	154384456
ipSNP64620	9	154384507
ipSNP64621	9	154384523
ipSNP64622	9	154384540
ipSNP64623	9	154384566
ipSNP64624	9	154403681
ipSNP64625	9	154410574
ipSNP64627	9	154454367
ipSNP64628	9	154454376
ipSNP64629	9	154454406
ipSNP64630	9	154457245
ipSNP64631	9	154457259
ipSNP64632	9	154457283
ipSNP64633	9	154459808
ipSNP64634	9	154459810
ipSNP64635	9	154459811
ipSNP64636	9	154460563
ipSNP64637	9	154460602
ipSNP64638	9	154544937
ipSNP64639	9	154545723
ipSNP64640	9	154545746
ipSNP64641	9	154545764
ipSNP64642	9	154550365
ipSNP64643	9	154550394
ipSNP64644	9	154564925
ipSNP64645	9	154564926
ipSNP64646	9	154564933
ipSNP64647	9	154564934
ipSNP64648	9	154564943
ipSNP64649	9	154578100
ipSNP64650	9	154578240
ipSNP64651	9	154600701
ipSNP64652	9	154600755
ipSNP64653	9	154602408
ipSNP64654	9	154602411
ipSNP64655	9	154602427
ipSNP64656	9	154602429
ipSNP64657	9	154602464
ipSNP64659	9	154647535
ipSNP64660	9	154649878
ipSNP64661	9	154650143
ipSNP64662	9	154650144
ipSNP64664	9	154650814
ipSNP64665	9	154730453
ipSNP64666	9	154779765
ipSNP64667	9	154779812
ipSNP64668	9	154779831
ipSNP64669	9	154779832
ipSNP64670	9	154779833
ipSNP64671	9	154779835
ipSNP64672	9	154779836
ipSNP64673	9	154779837
ipSNP64674	9	154779843
ipSNP64675	9	154779845
ipSNP64676	9	154779846
ipSNP64677	9	154779847
ipSNP64678	9	154779848
ipSNP64679	9	155101340
ipSNP64682	9	155181213
ipSNP64683	9	155277419
ipSNP64685	9	155282775
ipSNP64686	9	155282802
ipSNP64687	9	155365153
ipSNP64688	9	155437927
ipSNP64689	9	155437981
ipSNP64690	9	155438039
ipSNP64691	9	155453063
ipSNP64692	9	155461585
ipSNP64693	9	155570066
ipSNP64694	9	155570200
ipSNP64695	9	155570230
ipSNP64696	9	155570353
ipSNP64697	9	155578669
ipSNP64698	9	155585616
ipSNP64699	9	155585632
ipSNP64700	9	155585633
ipSNP64701	9	155597887
ipSNP64702	9	155687356
ipSNP64703	9	155718338
ipSNP64704	9	155718419
ipSNP64705	9	155720364
ipSNP64706	9	155720962
ipSNP64707	9	155721069
ipSNP64708	9	155721512
ipSNP64709	9	155975958
ipSNP64710	9	156414889
ipSNP64711	9	156414910
ipSNP64712	9	156414958
ipSNP64713	9	156421956
ipSNP64714	9	156422039
ipSNP64716	9	156458284
ipSNP64717	9	156458288
ipSNP64718	9	156572550
ipSNP64719	10	767965
ipSNP64720	10	1084811
ipSNP64721	10	1088261
ipSNP64722	10	1135417
ipSNP64723	10	1148472
ipSNP64724	10	1283703
ipSNP64725	10	1283704
ipSNP64726	10	1286902
ipSNP64727	10	1321333
ipSNP64728	10	1321874
ipSNP64729	10	1321916
ipSNP64730	10	1322412
ipSNP64731	10	1322448
ipSNP64732	10	1348179
ipSNP64733	10	1348227
ipSNP64734	10	1348231
ipSNP64735	10	1413548
ipSNP64736	10	1415344
ipSNP64737	10	1422899
ipSNP64738	10	1422918
ipSNP64739	10	1422923
ipSNP64740	10	1501187
ipSNP64741	10	1633411
ipSNP64742	10	1633432
ipSNP64743	10	1716185
ipSNP64744	10	1724666
ipSNP64745	10	1724707
ipSNP64746	10	1724708
ipSNP64747	10	1731380
ipSNP64748	10	1731409
ipSNP64749	10	1877056
ipSNP64750	10	1877143
ipSNP64751	10	1883362
ipSNP64752	10	1883704
ipSNP64753	10	1883748
ipSNP64754	10	1883749
ipSNP64755	10	1883750
ipSNP64756	10	1883752
ipSNP64758	10	1883817
ipSNP64759	10	1883821
ipSNP64760	10	1883822
ipSNP64761	10	1888234
ipSNP64762	10	1902410
ipSNP64763	10	1902424
ipSNP64764	10	1902440
ipSNP64765	10	1902516
ipSNP64766	10	1902609
ipSNP64767	10	1902625
ipSNP64768	10	1905197
ipSNP64769	10	1905237
ipSNP64770	10	1905245
ipSNP64771	10	1905273
ipSNP64772	10	1905274
ipSNP64773	10	1916509
ipSNP64774	10	1916621
ipSNP64775	10	1916666
ipSNP64776	10	1917171
ipSNP64777	10	1925660
ipSNP64778	10	1926913
ipSNP64779	10	1948229
ipSNP64780	10	1948814
ipSNP64781	10	1981428
ipSNP64782	10	1981962
ipSNP64783	10	1982008
ipSNP64784	10	1982024
ipSNP64787	10	2006024
ipSNP64788	10	2006032
ipSNP64789	10	2006035
ipSNP64791	10	2014347
ipSNP64792	10	2031780
ipSNP64793	10	2032027
ipSNP64794	10	2035068
ipSNP64795	10	2035147
ipSNP64796	10	2223422
ipSNP64797	10	2227395
ipSNP64798	10	2227406
ipSNP64799	10	2227480
ipSNP64800	10	2230514
ipSNP64801	10	2230521
ipSNP64802	10	2232160
ipSNP64803	10	2255083
ipSNP64804	10	2255736
ipSNP64805	10	2255754
ipSNP64806	10	2255784
ipSNP64807	10	2255826
ipSNP64808	10	2255874
ipSNP64809	10	2255896
ipSNP64810	10	2255921
ipSNP64812	10	2257612
ipSNP64813	10	2402736
ipSNP64814	10	2402737
ipSNP64815	10	2446517
ipSNP64816	10	2446522
ipSNP64817	10	2446530
ipSNP64821	10	2450355
ipSNP64822	10	2450376
ipSNP64823	10	2450379
ipSNP64824	10	2450383
ipSNP64825	10	2450384
ipSNP64826	10	2450385
ipSNP64827	10	2450386
ipSNP64828	10	2456488
ipSNP64829	10	2460798
ipSNP64830	10	2460828
ipSNP64831	10	2462259
ipSNP64833	10	2633552
ipSNP64834	10	2647414
ipSNP64835	10	2647987
ipSNP64836	10	2647989
ipSNP64837	10	2648016
ipSNP64838	10	2656662
ipSNP64839	10	2656664
ipSNP64840	10	2656710
ipSNP64842	10	2657802
ipSNP64843	10	2657807
ipSNP64844	10	2657835
ipSNP64845	10	2662764
ipSNP64846	10	2662774
ipSNP64847	10	2679523
ipSNP64848	10	2780679
ipSNP64849	10	2780682
ipSNP64850	10	2782224
ipSNP64851	10	2782226
ipSNP64852	10	2789123
ipSNP64853	10	2789141
ipSNP64854	10	2789194
ipSNP64855	10	2793504
ipSNP64856	10	2793507
ipSNP64857	10	2793508
ipSNP64858	10	2793509
ipSNP64859	10	2794666
ipSNP64860	10	2794667
ipSNP64862	10	2794754
ipSNP64863	10	2794898
ipSNP64866	10	2837443
ipSNP64870	10	2987731
ipSNP64871	10	2987740
ipSNP64872	10	2987775
ipSNP64873	10	2988861
ipSNP64874	10	3061785
ipSNP64875	10	3061839
ipSNP64877	10	3172011
ipSNP64878	10	3173182
ipSNP64883	10	3182604
ipSNP64884	10	3184118
ipSNP64886	10	3184132
ipSNP64887	10	3184150
ipSNP64888	10	3185640
ipSNP64889	10	3186021
ipSNP64890	10	3186037
ipSNP64891	10	3187528
ipSNP64892	10	3189860
ipSNP64893	10	3189864
ipSNP64894	10	3189878
ipSNP64895	10	3190756
ipSNP64896	10	3190769
ipSNP64897	10	3190802
ipSNP64898	10	3191168
ipSNP64899	10	3191190
ipSNP64900	10	3191226
ipSNP64901	10	3191298
ipSNP64902	10	3192420
ipSNP64903	10	3192439
ipSNP64904	10	3192554
ipSNP64905	10	3278277
ipSNP64906	10	3992225
ipSNP64907	10	3992240
ipSNP64908	10	3992242
ipSNP64909	10	3992243
ipSNP64910	10	3992245
ipSNP64911	10	4021038
ipSNP64912	10	4021040
ipSNP64913	10	4021042
ipSNP64914	10	4021943
ipSNP64915	10	4021960
ipSNP64916	10	4021990
ipSNP64917	10	4022026
ipSNP64918	10	4053748
ipSNP64919	10	4053789
ipSNP64920	10	4071219
ipSNP64921	10	4073783
ipSNP64922	10	4099092
ipSNP64923	10	4099094
ipSNP64924	10	4166301
ipSNP64925	10	4166379
ipSNP64926	10	4244362
ipSNP64927	10	4244800
ipSNP64928	10	4244840
ipSNP64929	10	4308153
ipSNP64930	10	4308155
ipSNP64931	10	4559467
ipSNP64932	10	4563533
ipSNP64933	10	4564890
ipSNP64934	10	4585060
ipSNP64937	10	4585423
ipSNP64938	10	4585424
ipSNP64939	10	4585636
ipSNP64940	10	4585717
ipSNP64941	10	4585981
ipSNP64942	10	4586005
ipSNP64943	10	4586049
ipSNP64944	10	4611074
ipSNP64945	10	4611081
ipSNP64946	10	4611083
ipSNP64947	10	4611107
ipSNP64948	10	4611117
ipSNP64949	10	4613077
ipSNP64950	10	4613155
ipSNP64951	10	4614045
ipSNP64952	10	4663939
ipSNP64953	10	4663942
ipSNP64954	10	4663948
ipSNP64955	10	4663954
ipSNP64956	10	4664053
ipSNP64957	10	4664065
ipSNP64958	10	4664071
ipSNP64959	10	4664340
ipSNP64960	10	4664351
ipSNP64961	10	4664359
ipSNP64962	10	4664364
ipSNP64963	10	4664379
ipSNP64964	10	4664380
ipSNP64965	10	4666661
ipSNP64966	10	4666717
ipSNP64967	10	4666806
ipSNP64968	10	4674596
ipSNP64969	10	4675740
ipSNP64975	10	4682035
ipSNP64976	10	4682038
ipSNP64977	10	4689246
ipSNP64980	10	4695862
ipSNP64981	10	4699353
ipSNP64982	10	4699356
ipSNP64983	10	4737142
ipSNP64984	10	4739089
ipSNP64985	10	4739091
ipSNP64988	10	4749273
ipSNP64989	10	4750037
ipSNP64990	10	4750054
ipSNP64991	10	4751416
ipSNP64992	10	4871040
ipSNP64993	10	4871614
ipSNP64994	10	4872163
ipSNP64995	10	4872674
ipSNP64996	10	4874618
ipSNP64997	10	4879217
ipSNP64998	10	4879546
ipSNP64999	10	4879619
ipSNP65000	10	4879626
ipSNP65002	10	4911610
ipSNP65003	10	4911615
ipSNP65004	10	5007492
ipSNP65005	10	5276913
ipSNP65006	10	5458621
ipSNP65007	10	5480544
ipSNP65008	10	5480549
ipSNP65009	10	5480561
ipSNP65010	10	5480562
ipSNP65011	10	5480718
ipSNP65012	10	5483901
ipSNP65013	10	5483904
ipSNP65014	10	5531952
ipSNP65015	10	5531953
ipSNP65016	10	5532058
ipSNP65017	10	5532082
ipSNP65018	10	5532746
ipSNP65021	10	5588101
ipSNP65022	10	5588441
ipSNP65023	10	5588457
ipSNP65024	10	5589008
ipSNP65025	10	5591325
ipSNP65026	10	5591354
ipSNP65027	10	5642026
ipSNP65028	10	5642063
ipSNP65029	10	5642119
ipSNP65030	10	5642121
ipSNP65031	10	5642143
ipSNP65032	10	5642714
ipSNP65033	10	5723530
ipSNP65034	10	5723558
ipSNP65035	10	5723569
ipSNP65036	10	5723572
ipSNP65037	10	5725130
ipSNP65038	10	5725133
ipSNP65039	10	5725146
ipSNP65041	10	5727731
ipSNP65042	10	5727785
ipSNP65043	10	5727807
ipSNP65044	10	5727818
ipSNP65045	10	5727839
ipSNP65046	10	5747376
ipSNP65047	10	5749924
ipSNP65048	10	5869295
ipSNP65049	10	5869303
ipSNP65050	10	5869311
ipSNP65051	10	5875177
ipSNP65052	10	5875190
ipSNP65053	10	5880397
ipSNP65054	10	5880401
ipSNP65055	10	5880406
ipSNP65056	10	5880434
ipSNP65057	10	5880731
ipSNP65058	10	5880745
ipSNP65059	10	5896600
ipSNP65060	10	5896603
ipSNP65061	10	5896652
ipSNP65062	10	5906137
ipSNP65064	10	5906157
ipSNP65065	10	5906158
ipSNP65066	10	5906161
ipSNP65067	10	5906163
ipSNP65068	10	5906164
ipSNP65069	10	5906848
ipSNP65070	10	5906853
ipSNP65071	10	5906876
ipSNP65072	10	6066587
ipSNP65073	10	6066617
ipSNP65074	10	6066943
ipSNP65075	10	6066949
ipSNP65076	10	6067027
ipSNP65077	10	6067203
ipSNP65078	10	6070513
ipSNP65079	10	6070515
ipSNP65080	10	6071094
ipSNP65082	10	6135011
ipSNP65083	10	6135013
ipSNP65086	10	6373175
ipSNP65087	10	6375763
ipSNP65088	10	6377206
ipSNP65089	10	6377324
ipSNP65090	10	6377326
ipSNP65091	10	6377477
ipSNP65092	10	6377479
ipSNP65093	10	6399480
ipSNP65094	10	6399482
ipSNP65095	10	6399491
ipSNP65096	10	6399493
ipSNP65097	10	6399500
ipSNP65098	10	6399503
ipSNP65099	10	6399505
ipSNP65100	10	6402100
ipSNP65101	10	6402271
ipSNP65102	10	6402589
ipSNP65103	10	6402649
ipSNP65104	10	6402832
ipSNP65105	10	6453087
ipSNP65106	10	6453088
ipSNP65107	10	6453100
ipSNP65108	10	6453103
ipSNP65109	10	6453165
ipSNP65110	10	6453217
ipSNP65111	10	6453238
ipSNP65112	10	6453243
ipSNP65113	10	6453593
ipSNP65114	10	6453614
ipSNP65115	10	6453662
ipSNP65116	10	6453667
ipSNP65117	10	6453684
ipSNP65118	10	6530030
ipSNP65119	10	6593055
ipSNP65120	10	6593071
ipSNP65121	10	6593537
ipSNP65122	10	6593563
ipSNP65123	10	6593771
ipSNP65124	10	6594025
ipSNP65125	10	6859509
ipSNP65126	10	6860384
ipSNP65127	10	6936010
ipSNP65128	10	6936042
ipSNP65129	10	7112949
ipSNP65130	10	7112953
ipSNP65133	10	7114682
ipSNP65135	10	7114758
ipSNP65136	10	7114760
ipSNP65137	10	7114806
ipSNP65138	10	7121275
ipSNP65139	10	7132845
ipSNP65140	10	7132919
ipSNP65141	10	7133004
ipSNP65142	10	7139297
ipSNP65143	10	7156521
ipSNP65144	10	7437372
ipSNP65145	10	7437374
ipSNP65146	10	7437387
ipSNP65147	10	7437390
ipSNP65148	10	7437392
ipSNP65149	10	7437394
ipSNP65150	10	7437399
ipSNP65151	10	7437400
ipSNP65152	10	7437415
ipSNP65155	10	7440100
ipSNP65156	10	7440103
ipSNP65157	10	7440105
ipSNP65158	10	7440107
ipSNP65159	10	7440108
ipSNP65160	10	7440191
ipSNP65161	10	7440213
ipSNP65162	10	7440298
ipSNP65163	10	7440316
ipSNP65164	10	7440480
ipSNP65165	10	7467264
ipSNP65166	10	7467274
ipSNP65167	10	7467383
ipSNP65168	10	7470515
ipSNP65169	10	7470545
ipSNP65170	10	7470557
ipSNP65171	10	7474057
ipSNP65172	10	7474102
ipSNP65173	10	7474103
ipSNP65174	10	7494446
ipSNP65175	10	7494450
ipSNP65176	10	7564063
ipSNP65177	10	7564078
ipSNP65178	10	7564084
ipSNP65179	10	7564105
ipSNP65180	10	7564109
ipSNP65181	10	7564153
ipSNP65182	10	7564162
ipSNP65183	10	7585205
ipSNP65184	10	7585528
ipSNP65185	10	7585616
ipSNP65186	10	7917575
ipSNP65188	10	8356680
ipSNP65189	10	8356746
ipSNP65191	10	8660170
ipSNP65192	10	8723268
ipSNP65193	10	8723366
ipSNP65194	10	8761238
ipSNP65195	10	8761245
ipSNP65196	10	8762295
ipSNP65197	10	8762319
ipSNP65198	10	8785989
ipSNP65199	10	8798458
ipSNP65200	10	8798460
ipSNP65201	10	8798461
ipSNP65202	10	8805522
ipSNP65203	10	8805538
ipSNP65204	10	8849362
ipSNP65205	10	8852378
ipSNP65206	10	8852382
ipSNP65207	10	8852396
ipSNP65208	10	8852704
ipSNP65209	10	8853031
ipSNP65210	10	8931408
ipSNP65211	10	8931750
ipSNP65212	10	8931788
ipSNP65213	10	8931792
ipSNP65214	10	8932662
ipSNP65215	10	8932692
ipSNP65216	10	9138486
ipSNP65217	10	9141479
ipSNP65218	10	9212980
ipSNP65219	10	9213109
ipSNP65220	10	9213139
ipSNP65222	10	9213170
ipSNP65223	10	9213171
ipSNP65224	10	9213173
ipSNP65225	10	9213175
ipSNP65226	10	9213176
ipSNP65227	10	9213177
ipSNP65228	10	9213178
ipSNP65229	10	9213200
ipSNP65230	10	9213396
ipSNP65231	10	9213413
ipSNP65232	10	9214837
ipSNP65233	10	9214843
ipSNP65234	10	9214870
ipSNP65235	10	9214872
ipSNP65236	10	9214874
ipSNP65237	10	9223788
ipSNP65238	10	9362813
ipSNP65239	10	9362898
ipSNP65240	10	9376109
ipSNP65241	10	9380089
ipSNP65242	10	9380102
ipSNP65243	10	9380117
ipSNP65244	10	9380156
ipSNP65245	10	9380168
ipSNP65246	10	9406249
ipSNP65247	10	9406264
ipSNP65248	10	9406582
ipSNP65249	10	9473036
ipSNP65250	10	9473306
ipSNP65251	10	9473307
ipSNP65252	10	9473315
ipSNP65253	10	9473324
ipSNP65254	10	9473389
ipSNP65255	10	9473429
ipSNP65256	10	9532005
ipSNP65257	10	9532305
ipSNP65258	10	9532317
ipSNP65259	10	9538262
ipSNP65260	10	9539436
ipSNP65261	10	9540344
ipSNP65262	10	9579396
ipSNP65263	10	9579437
ipSNP65264	10	9585681
ipSNP65265	10	9586223
ipSNP65266	10	9586225
ipSNP65267	10	9586227
ipSNP65268	10	9586837
ipSNP65269	10	9593993
ipSNP65270	10	9594319
ipSNP65271	10	9594321
ipSNP65272	10	9594324
ipSNP65273	10	9594351
ipSNP65274	10	9594353
ipSNP65275	10	9594354
ipSNP65276	10	9594355
ipSNP65277	10	9594358
ipSNP65278	10	9594362
ipSNP65279	10	9594366
ipSNP65280	10	9596265
ipSNP65281	10	9596345
ipSNP65282	10	9598177
ipSNP65283	10	9598199
ipSNP65284	10	9598204
ipSNP65285	10	9598310
ipSNP65286	10	9598419
ipSNP65287	10	9888986
ipSNP65288	10	9888988
ipSNP65289	10	9889015
ipSNP65290	10	9889031
ipSNP65291	10	9892888
ipSNP65292	10	9892924
ipSNP65293	10	10138352
ipSNP65294	10	10138359
ipSNP65295	10	10138363
ipSNP65296	10	10194991
ipSNP65297	10	10194999
ipSNP65298	10	10196472
ipSNP65299	10	10196528
ipSNP65300	10	10196543
ipSNP65301	10	10196606
ipSNP65302	10	10196657
ipSNP65303	10	10196660
ipSNP65304	10	10196681
ipSNP65305	10	10196725
ipSNP65306	10	10196798
ipSNP65307	10	10201182
ipSNP65308	10	10201183
ipSNP65309	10	10201193
ipSNP65310	10	10245131
ipSNP65311	10	10245158
ipSNP65312	10	10245169
ipSNP65313	10	10245529
ipSNP65314	10	10245583
ipSNP65315	10	10245673
ipSNP65316	10	10245870
ipSNP65317	10	10245991
ipSNP65318	10	10246019
ipSNP65319	10	10246089
ipSNP65320	10	10246090
ipSNP65321	10	10246117
ipSNP65322	10	10246564
ipSNP65323	10	10246675
ipSNP65324	10	10246677
ipSNP65325	10	10247931
ipSNP65326	10	10279127
ipSNP65327	10	10279138
ipSNP65328	10	10279166
ipSNP65329	10	10279219
ipSNP65330	10	10279324
ipSNP65331	10	10288801
ipSNP65332	10	10289517
ipSNP65333	10	10289734
ipSNP65334	10	10289819
ipSNP65335	10	10290357
ipSNP65336	10	10290867
ipSNP65337	10	10290870
ipSNP65338	10	10384840
ipSNP65339	10	10384855
ipSNP65340	10	10384858
ipSNP65341	10	10384860
ipSNP65342	10	10384861
ipSNP65343	10	10384867
ipSNP65347	10	10385004
ipSNP65349	10	10385014
ipSNP65350	10	10385077
ipSNP65351	10	10385089
ipSNP65352	10	10385101
ipSNP65353	10	10385614
ipSNP65354	10	10394210
ipSNP65355	10	10394244
ipSNP65356	10	10446844
ipSNP65357	10	10446850
ipSNP65358	10	10446854
ipSNP65359	10	10446886
ipSNP65360	10	10446888
ipSNP65361	10	10446949
ipSNP65362	10	10446961
ipSNP65363	10	10447012
ipSNP65364	10	10447024
ipSNP65365	10	10474822
ipSNP65366	10	10475728
ipSNP65367	10	10475733
ipSNP65373	10	10548815
ipSNP65374	10	10585446
ipSNP65386	10	10620145
ipSNP65387	10	10620724
ipSNP65388	10	10620763
ipSNP65389	10	10621186
ipSNP65390	10	10621197
ipSNP65391	10	10621288
ipSNP65392	10	10621480
ipSNP65393	10	10621512
ipSNP65394	10	10621537
ipSNP65398	10	10828440
ipSNP65401	10	11083049
ipSNP65402	10	11315418
ipSNP65403	10	11315679
ipSNP65404	10	11601749
ipSNP65405	10	11606753
ipSNP65406	10	11606767
ipSNP65407	10	11606779
ipSNP65408	10	11606804
ipSNP65409	10	11723192
ipSNP65410	10	11723195
ipSNP65411	10	11748764
ipSNP65412	10	11749049
ipSNP65413	10	11749076
ipSNP65414	10	11750458
ipSNP65415	10	11750477
ipSNP65416	10	11752123
ipSNP65417	10	11756098
ipSNP65418	10	11805945
ipSNP65419	10	11805960
ipSNP65420	10	11805982
ipSNP65421	10	11809819
ipSNP65422	10	11862445
ipSNP65425	10	11903222
ipSNP65430	10	11904268
ipSNP65431	10	12104302
ipSNP65433	10	12104305
ipSNP65434	10	12104306
ipSNP65435	10	12104308
ipSNP65436	10	12104309
ipSNP65437	10	12104311
ipSNP65438	10	12104312
ipSNP65439	10	12104314
ipSNP65440	10	12104316
ipSNP65441	10	12104317
ipSNP65442	10	12104319
ipSNP65443	10	12104321
ipSNP65444	10	12104322
ipSNP65445	10	12104649
ipSNP65446	10	12166069
ipSNP65447	10	12167176
ipSNP65448	10	12352320
ipSNP65449	10	12352334
ipSNP65450	10	12352339
ipSNP65451	10	12600988
ipSNP65452	10	12601345
ipSNP65453	10	12602221
ipSNP65454	10	12634788
ipSNP65455	10	12746174
ipSNP65456	10	12751909
ipSNP65457	10	12752046
ipSNP65458	10	12924405
ipSNP65459	10	12924443
ipSNP65460	10	12924446
ipSNP65461	10	12924447
ipSNP65462	10	12924450
ipSNP65463	10	12924451
ipSNP65464	10	13017628
ipSNP65465	10	13161201
ipSNP65466	10	13161248
ipSNP65470	10	13338757
ipSNP65471	10	13338854
ipSNP65472	10	13470761
ipSNP65473	10	13470769
ipSNP65474	10	13471628
ipSNP65475	10	13471634
ipSNP65476	10	13471733
ipSNP65477	10	13471773
ipSNP65478	10	13551923
ipSNP65479	10	13551930
ipSNP65480	10	13551953
ipSNP65481	10	13552045
ipSNP65482	10	13552052
ipSNP65483	10	13554993
ipSNP65484	10	13555066
ipSNP65485	10	13556766
ipSNP65486	10	13556788
ipSNP65487	10	13782860
ipSNP65488	10	13782998
ipSNP65489	10	13783002
ipSNP65490	10	13788406
ipSNP65491	10	13788512
ipSNP65492	10	13788515
ipSNP65493	10	13788567
ipSNP65494	10	14001739
ipSNP65495	10	14001763
ipSNP65497	10	14001982
ipSNP65498	10	14496783
ipSNP65499	10	14522383
ipSNP65500	10	14522385
ipSNP65501	10	14522387
ipSNP65502	10	14522437
ipSNP65504	10	14550790
ipSNP65505	10	14645180
ipSNP65506	10	14726483
ipSNP65507	10	14726484
ipSNP65508	10	14726550
ipSNP65509	10	14726581
ipSNP65510	10	14728752
ipSNP65511	10	14908455
ipSNP65512	10	14908730
ipSNP65513	10	14910824
ipSNP65514	10	14911729
ipSNP65515	10	14912330
ipSNP65516	10	14912601
ipSNP65517	10	14912637
ipSNP65519	10	15004466
ipSNP65520	10	15004475
ipSNP65521	10	15004542
ipSNP65522	10	15006652
ipSNP65523	10	15031385
ipSNP65524	10	15208768
ipSNP65525	10	15208871
ipSNP65526	10	15208872
ipSNP65527	10	15210101
ipSNP65528	10	15210102
ipSNP65529	10	15237302
ipSNP65530	10	15393034
ipSNP65531	10	15548148
ipSNP65532	10	15548157
ipSNP65533	10	15548271
ipSNP65534	10	15548272
ipSNP65535	10	15548277
ipSNP65536	10	15550752
ipSNP65537	10	15719375
ipSNP65538	10	15719404
ipSNP65539	10	15719421
ipSNP65540	10	15719425
ipSNP65541	10	15799792
ipSNP65542	10	15799808
ipSNP65543	10	16030914
ipSNP65544	10	16030942
ipSNP65545	10	16030952
ipSNP65546	10	16030955
ipSNP65547	10	16030966
ipSNP65548	10	16031241
ipSNP65549	10	16207042
ipSNP65550	10	16213631
ipSNP65552	10	16506256
ipSNP65553	10	16517575
ipSNP65554	10	16517624
ipSNP65555	10	16520178
ipSNP65556	10	16526161
ipSNP65557	10	16526216
ipSNP65558	10	16526218
ipSNP65559	10	16526262
ipSNP65560	10	16526273
ipSNP65561	10	16572153
ipSNP65562	10	16572156
ipSNP65563	10	16572296
ipSNP65564	10	16572692
ipSNP65565	10	16572735
ipSNP65566	10	17170084
ipSNP65571	10	17527157
ipSNP65572	10	17602033
ipSNP65573	10	17606476
ipSNP65574	10	17675817
ipSNP65575	10	17676463
ipSNP65576	10	17676834
ipSNP65577	10	17676847
ipSNP65578	10	17676911
ipSNP65579	10	17677268
ipSNP65580	10	17677282
ipSNP65582	10	17886791
ipSNP65583	10	18334485
ipSNP65584	10	18336944
ipSNP65586	10	18399723
ipSNP65587	10	18399726
ipSNP65588	10	18401011
ipSNP65589	10	18665542
ipSNP65590	10	18753410
ipSNP65591	10	18753417
ipSNP65592	10	18859246
ipSNP65593	10	18862888
ipSNP65594	10	19069975
ipSNP65595	10	19070007
ipSNP65596	10	19072528
ipSNP65597	10	19072535
ipSNP65598	10	19124625
ipSNP65599	10	19237345
ipSNP65600	10	19237371
ipSNP65601	10	19237415
ipSNP65602	10	19237460
ipSNP65603	10	19475312
ipSNP65604	10	19475341
ipSNP65605	10	19475347
ipSNP65606	10	19516675
ipSNP65611	10	19578379
ipSNP65612	10	19578396
ipSNP65613	10	19578397
ipSNP65614	10	19578398
ipSNP65615	10	19578419
ipSNP65618	10	19643412
ipSNP65619	10	19643552
ipSNP65620	10	19643571
ipSNP65621	10	19643572
ipSNP65622	10	19643581
ipSNP65623	10	20319286
ipSNP65624	10	20320309
ipSNP65625	10	20409306
ipSNP65626	10	20409354
ipSNP65627	10	20699741
ipSNP65628	10	20714051
ipSNP65629	10	20975795
ipSNP65630	10	21217221
ipSNP65631	10	21218028
ipSNP65632	10	21218029
ipSNP65633	10	21395310
ipSNP65634	10	21395337
ipSNP65635	10	21396531
ipSNP65636	10	21396606
ipSNP65639	10	21552231
ipSNP65640	10	21552236
ipSNP65641	10	21552237
ipSNP65642	10	21552265
ipSNP65643	10	21553150
ipSNP65644	10	22262021
ipSNP65645	10	22262060
ipSNP65646	10	22262069
ipSNP65647	10	22262102
ipSNP65648	10	22263848
ipSNP65649	10	22263875
ipSNP65650	10	22264723
ipSNP65651	10	22265434
ipSNP65652	10	22265812
ipSNP65653	10	22320594
